CRN,MStartTime,MEndTime,TStartTime,TEndTime,WStartTime,WEndTime,RStartTime,REndTime,FStartTime,FEndTime,Code,Instructor
@,,,,,,,,,,,IAD 192,The Staff
@,,,,,,,,,,,IAD 198,The Staff
@,,,,,,,,,,,IAD 199,The Staff
37568,540,680,,,540,680,,,,,IAD 200N,"Crump, A"
@,,,,,,,,,,,IAD 290,The Staff
@,,,,,,,,,,,IAD 291,The Staff
@,,,,,,,,,,,IAD 292,The Staff
@,,,,,,,,,,,IAD 298,The Staff
@,,,,,,,,,,,IAD 299,The Staff
37875,,,1030,1110,,,1030,1110,,,IRE 104,"Kyle, D"
@,,,,,,,,,,,IRE 192,The Staff
@,,,,,,,,,,,IRE 198,The Staff
@,,,,,,,,,,,IRE 199,"Scheiner, E"
37915,540,590,540,590,540,590,540,590,540,590,ITA 001,"Grossi, J"
37915,,,,,,,,,,,ITA 001,"Grossi, J"
37916,600,650,600,650,600,650,600,650,600,650,ITA 001,"Grossi, J"
37916,,,,,,,,,,,ITA 001,"Grossi, J"
37917,,,,,,,,,,,ITA 001,"Grossi, J"
37917,660,710,660,710,660,710,660,710,660,710,ITA 001,"Grossi, J"
37918,,,,,,,,,,,ITA 001,"Ardeni, V"
37918,730,780,730,780,730,780,730,780,730,780,ITA 001,"Ardeni, V"
37919,790,840,790,840,790,840,790,840,790,840,ITA 001,"Ardeni, V"
52928,790,840,790,840,790,840,790,840,,,ITA 021,"Ardeni, V"
@,,,,,,,,,,,ITA 098,The Staff
52929,660,710,,,660,710,,,660,710,ITA 101,"Ardeni, V"
52930,,,630,710,,,630,710,,,ITA 114,"Delmolino, G"
@,,,,,,,,,,,ITA 192,The Staff
@,,,,,,,,,,,ITA 194H,The Staff
@,,,,,,,,,,,ITA 195H,The Staff
@,,,,,,,,,,,ITA 197T,The Staff
@,,,,,,,,,,,ITA 197TC,The Staff
@,,,,,,,,,,,ITA 198,The Staff
@,,,,,,,,,,,ITA 199,The Staff
@,,,,,,,,,,,ITA 297,The Staff
@,,,,,,,,,,,ITA 298,The Staff
@,,,,,,,,,,,ITA 299,The Staff
@,,,,,,,,,,,ITA 299D,The Staff
@,,,,,,,,,,,ITA 396,The Staff
37996,480,530,480,530,480,530,480,530,480,530,JPN 001,"Lindblad, M"
37997,480,530,480,530,480,530,480,530,480,530,JPN 001,"Kato, Y"
37998,540,590,540,590,540,590,540,590,540,590,JPN 001,"Kato, Y"
37999,600,650,600,650,600,650,600,650,600,650,JPN 001,"Kato, Y"
38000,600,650,600,650,600,650,600,650,600,650,JPN 001,"Wheeler, C"
38001,660,710,660,710,660,710,660,710,660,710,JPN 001,"Wheeler, C"
38002,660,710,660,710,660,710,660,710,660,710,JPN 001,"Ito, J"
38003,730,780,730,780,730,780,730,780,730,780,JPN 001,"Ito, J"
38004,730,780,730,780,730,780,730,780,730,780,JPN 001,"Svare, M"
38005,790,840,790,840,790,840,790,840,790,840,JPN 001,"Svare, M"
38006,790,840,790,840,790,840,790,840,790,840,JPN 001,"Ito, J"
38007,790,840,790,840,790,840,790,840,790,840,JPN 001,"Uchida, M"
38008,850,900,850,900,850,900,850,900,850,900,JPN 001,"Uchida, M"
38009,850,900,850,900,850,900,850,900,850,900,JPN 001,"Takeuchi, Y"
38010,910,960,910,960,910,960,910,960,910,960,JPN 001,"Takeuchi, Y"
38011,970,1020,970,1020,970,1020,970,1020,970,1020,JPN 001,"Shibata, Y"
38012,540,590,540,590,540,590,540,590,540,590,JPN 004,"Takeuchi, K"
38013,600,650,600,650,600,650,600,650,600,650,JPN 004,"Takeuchi, K"
38014,730,780,730,780,730,780,730,780,730,780,JPN 004,"Uchida, M"
38015,790,840,790,840,790,840,790,840,790,840,JPN 004,"Shibata, Y"
38016,850,900,850,900,850,900,850,900,850,900,JPN 004,"Shibata, Y"
38017,600,710,,,600,710,,,,,JPN 010,"Sorensen, J"
@,,,,,,,,,,,JPN 098,The Staff
@,,,,,,,,,,,JPN 099,The Staff
38043,,,970,1050,,,970,1050,,,JPN 101,"Gundry, D"
38043,,,1060,1080,,,1060,1080,,,JPN 101,"Gundry, D"
38044,480,530,480,530,480,530,480,530,,,JPN 111,"Takeuchi, K"
38045,790,840,790,840,790,840,790,840,,,JPN 111,"Takeuchi, Y"
38046,850,900,850,900,850,900,850,900,,,JPN 111,"Svare, M"
38047,600,710,,,600,710,,,,,JPN 121,"Koyama, N"
38048,,,850,960,,,850,960,,,JPN 136,"Gundry, D"
38049,,,730,840,,,730,840,,,JPN 153,"Suzuki, M"
@,,,,,,,,,,,JPN 192,The Staff
@,,,,,,,,,,,JPN 197T,The Staff
@,,,,,,,,,,,JPN 198,The Staff
@,,,,,,,,,,,JPN 199,The Staff
@,,,,,,,,,,,JPN 299,The Staff
38137,,,730,810,,,730,810,,,LDA 001,"Napawan, N"
38137,970,1020,,,,,,,,,LDA 001,"Napawan, N"
38138,,,730,810,,,730,810,,,LDA 001,"Napawan, N"
38138,1030,1080,,,,,,,,,LDA 001,"Napawan, N"
38139,,,730,810,,,730,810,,,LDA 001,"Napawan, N"
38139,,,850,900,,,,,,,LDA 001,"Napawan, N"
38140,,,730,810,,,730,810,,,LDA 001,"Napawan, N"
38140,,,910,960,,,,,,,LDA 001,"Napawan, N"
38141,,,,,600,650,,,,,LDA 001,"Napawan, N"
38141,,,730,810,,,730,810,,,LDA 001,"Napawan, N"
38142,,,,,660,710,,,,,LDA 001,"Napawan, N"
38142,,,730,810,,,730,810,,,LDA 001,"Napawan, N"
38143,,,600,650,,,,,,,LDA 001,"Napawan, N"
38143,,,730,810,,,730,810,,,LDA 001,"Napawan, N"
38144,,,730,810,,,730,810,,,LDA 001,"Napawan, N"
38144,,,660,710,,,,,,,LDA 001,"Napawan, N"
38145,,,540,620,,,,,,,LDA 021,"Boults, E"
38145,,,,,,,540,710,,,LDA 021,"Boults, E"
38145,,,,,,,,,,,LDA 021,"Boults, E"
38146,,,540,620,,,,,,,LDA 021,"Boults, E"
38146,,,,,,,540,710,,,LDA 021,"Boults, E"
38146,,,,,,,,,,,LDA 021,"Boults, E"
38147,,,540,620,,,,,,,LDA 021,"Boults, E"
38147,,,,,,,850,1020,,,LDA 021,"Boults, E"
38147,,,,,,,,,,,LDA 021,"Boults, E"
38148,,,630,710,,,,,,,LDA 021,"Boults, E"
38148,,,,,,,850,1020,,,LDA 021,"Boults, E"
38148,,,,,,,,,,,LDA 021,"Boults, E"
38149,,,,,,,540,710,,,LDA 021,"Boults, E"
38149,,,850,930,,,,,,,LDA 021,"Boults, E"
38149,,,,,,,,,,,LDA 021,"Boults, E"
38150,,,,,,,540,710,,,LDA 021,"Boults, E"
38150,,,850,930,,,,,,,LDA 021,"Boults, E"
38150,,,,,,,,,,,LDA 021,"Boults, E"
53715,,,,,,,,,540,710,LDA 021,4.0
53715,,,630,710,,,,,,,LDA 021,4.0
53716,,,,,,,,,540,710,LDA 021,4.0
53716,,,630,710,,,,,,,LDA 021,4.0
53716,,,,,,,,,,,LDA 021,4.0
53717,,,,,,,,,,,LDA 021,4.0
53717,,,850,930,,,,,,,LDA 021,4.0
53717,,,,,,,850,1020,,,LDA 021,4.0
53718,,,,,,,850,1020,,,LDA 021,4.0
53718,,,940,1020,,,,,,,LDA 021,4.0
53718,,,,,,,,,,,LDA 021,4.0
53719,,,,,,,,,540,710,LDA 021,4.0
53719,,,940,1020,,,,,,,LDA 021,4.0
53719,,,,,,,,,,,LDA 021,4.0
53720,,,,,,,,,540,710,LDA 021,4.0
53720,,,940,1020,,,,,,,LDA 021,4.0
53720,,,,,,,,,,,LDA 021,4.0
38151,,,1030,1200,,,1030,1200,,,LDA 023,The Staff
@,,,,,,,,,,,LDA 098,The Staff
@,,,,,,,,,,,LDA 099,V
38175,1350,810,,,,,,,,,LDA 140,"Milligan, B"
38175,600,620,,,600,620,,,,,LDA 140,"Milligan, B"
38175,540,590,,,540,590,,,,,LDA 140,"Milligan, B"
38176,600,620,,,600,620,,,,,LDA 140,"Milligan, B"
38176,,,,,1350,810,,,,,LDA 140,"Milligan, B"
38176,540,590,,,540,590,,,,,LDA 140,"Milligan, B"
38177,,,910,990,,,910,990,,,LDA 150,"Kisekka, I"
38177,,,,,,,,,790,960,LDA 150,"Kisekka, I"
38178,,,910,990,,,910,990,,,LDA 150,"Kisekka, I"
38178,790,960,,,,,,,,,LDA 150,"Kisekka, I"
38179,,,,,790,960,,,,,LDA 150,"Kisekka, I"
38179,,,910,990,,,910,990,,,LDA 150,"Kisekka, I"
38180,,,910,990,,,910,990,,,LDA 150,"Kisekka, I"
38180,,,,,,,,,540,710,LDA 150,"Kisekka, I"
38181,,,910,990,,,910,990,,,LDA 150,"Kisekka, I"
38181,540,710,,,,,,,,,LDA 150,"Kisekka, I"
38182,,,910,990,,,910,990,,,LDA 150,"Kisekka, I"
38182,,,,,540,710,,,,,LDA 150,"Kisekka, I"
38183,,,,,,,,,,,LDA 160,"Kiers, A"
38183,,,1320,770,,,1320,770,,,LDA 160,"Kiers, A"
38183,,,540,590,,,540,590,,,LDA 160,"Kiers, A"
38184,,,1320,770,,,1320,770,,,LDA 160,6.0
38184,,,540,590,,,540,590,,,LDA 160,6.0
38184,,,,,,,,,,,LDA 160,6.0
38185,,,1260,770,,,1260,770,,,LDA 161,The Staff
38185,,,,,,,,,,,LDA 161,The Staff
38185,,,,,,,,,,,LDA 161,The Staff
38186,,,790,1020,,,790,1020,,,LDA 161,6.0
38186,,,,,,,,,,,LDA 161,6.0
38186,,,,,,,,,,,LDA 161,6.0
38187,790,1020,,,790,1020,,,,,LDA 182,The Staff
38188,790,1020,,,790,1020,,,,,LDA 182,The Staff
@,,,,,,,,,,,LDA 191,The Staff
@,,,,,,,,,,,LDA 192,The Staff
@,,,,,,,,,,,LDA 197T,The Staff
@,,,,,,,,,,,LDA 198,The Staff
@,,,,,,,,,,,LDA 199,The Staff
38254,,,790,900,,,,,,,LDA 205,"Wheeler, S"
38254,,,,,,,790,900,,,LDA 205,"Wheeler, S"
53774,,,,,540,710,,,,,LDA 216,"Napawan, N"
@,,,,,,,,,,,LDA 298,The Staff
@,,,,,,,,,,,LDA 299,The Staff
@,,,,,,,,,,,LDA 396,The Staff
38116,660,710,660,710,660,710,660,710,660,710,LAT 001,"Hutton, S"
38117,540,590,540,590,540,590,540,590,540,590,LAT 001,"Hutton, S"
38118,600,650,600,650,600,650,600,650,600,650,LAT 001,"Rundin, J"
38119,970,1020,970,1020,970,1020,970,1020,970,1020,LAT 001,"Rundin, J"
@,,,,,,,,,,,LAT 098,The Staff
38123,910,960,910,960,910,960,910,960,,,LAT 100,"Seal, C"
52996,,,820,900,,,820,900,,,LAT 110,"Cruz, K"
@,,,,,,,,,,,LAT 198,The Staff
@,,,,,,,,,,,LAT 199,The Staff
53014,540,590,,,540,590,,,540,590,LIN 001,"Menard-Warwick, J"
53014,,,,,660,710,,,,,LIN 001,"Menard-Warwick, J"
53015,,,,,730,780,,,,,LIN 001,"Menard-Warwick, J"
53015,540,590,,,540,590,,,540,590,LIN 001,"Menard-Warwick, J"
53016,540,590,,,540,590,,,540,590,LIN 001,"Menard-Warwick, J"
53016,,,,,850,900,,,,,LIN 001,"Menard-Warwick, J"
53017,540,590,,,540,590,,,540,590,LIN 001,"Menard-Warwick, J"
53017,,,,,1090,1140,,,,,LIN 001,"Menard-Warwick, J"
53018,,,,,,,480,530,,,LIN 001,"Menard-Warwick, J"
53018,540,590,,,540,590,,,540,590,LIN 001,"Menard-Warwick, J"
53019,540,590,,,540,590,,,540,590,LIN 001,"Menard-Warwick, J"
53019,,,,,,,1090,1140,,,LIN 001,"Menard-Warwick, J"
53020,540,590,,,540,590,,,540,590,LIN 001,"Menard-Warwick, J"
53020,,,,,,,,,850,900,LIN 001,"Menard-Warwick, J"
53795,,,,,600,650,,,,,LIN 001Y,"Barreda-Castanon, S"
53795,,,,,,,,,,,LIN 001Y,"Barreda-Castanon, S"
53796,,,,,660,710,,,,,LIN 001Y,"Barreda-Castanon, S"
53796,,,,,,,,,,,LIN 001Y,"Barreda-Castanon, S"
53797,,,,,730,780,,,,,LIN 001Y,"Barreda-Castanon, S"
53797,,,,,,,,,,,LIN 001Y,"Barreda-Castanon, S"
53798,,,,,850,900,,,,,LIN 001Y,"Barreda-Castanon, S"
53798,,,,,,,,,,,LIN 001Y,"Barreda-Castanon, S"
53799,,,,,360,410,,,,,LIN 001Y,"Barreda-Castanon, S"
53799,,,,,,,,,,,LIN 001Y,"Barreda-Castanon, S"
53800,,,,,,,480,530,,,LIN 001Y,"Barreda-Castanon, S"
53800,,,,,,,,,,,LIN 001Y,"Barreda-Castanon, S"
53801,,,,,,,1090,1140,,,LIN 001Y,"Barreda-Castanon, S"
53801,,,,,,,,,,,LIN 001Y,"Barreda-Castanon, S"
53802,,,,,,,,,850,900,LIN 001Y,"Barreda-Castanon, S"
53802,,,,,,,,,,,LIN 001Y,"Barreda-Castanon, S"
53803,480,530,,,,,,,,,LIN 001Y,"Barreda-Castanon, S"
53803,,,,,,,,,,,LIN 001Y,"Barreda-Castanon, S"
53804,790,840,,,,,,,,,LIN 001Y,"Barreda-Castanon, S"
53804,,,,,,,,,,,LIN 001Y,"Barreda-Castanon, S"
53805,,,730,780,,,,,,,LIN 001Y,"Barreda-Castanon, S"
53805,,,,,,,,,,,LIN 001Y,"Barreda-Castanon, S"
53806,,,,,540,590,,,,,LIN 001Y,"Barreda-Castanon, S"
53806,,,,,,,,,,,LIN 001Y,"Barreda-Castanon, S"
53028,,,,,480,530,,,480,530,LIN 003,"Ramanathan-Abbott, V"
53028,,,540,590,,,540,590,,,LIN 003,"Ramanathan-Abbott, V"
53029,,,540,590,,,540,590,,,LIN 003,"Ramanathan-Abbott, V"
53029,,,,,660,710,660,710,,,LIN 003,"Ramanathan-Abbott, V"
53030,,,,,480,530,,,480,530,LIN 003,"Ramanathan-Abbott, V"
53030,,,540,590,,,540,590,,,LIN 003,"Ramanathan-Abbott, V"
53031,,,,,540,590,,,540,590,LIN 003,"Ramanathan-Abbott, V"
53031,,,540,590,,,540,590,,,LIN 003,"Ramanathan-Abbott, V"
@,,,,,,,,,,,LIN 096,The Staff
@,,,,,,,,,,,LIN 098,The Staff
53032,,,,,600,650,,,,,LIN 103A,The Staff
53032,,,540,620,,,540,620,,,LIN 103A,The Staff
53033,,,,,850,900,,,,,LIN 103A,The Staff
53033,,,540,620,,,540,620,,,LIN 103A,The Staff
53034,,,540,620,,,540,620,,,LIN 103A,The Staff
53034,,,,,,,,,850,900,LIN 103A,The Staff
38339,,,910,960,,,,,,,LIN 106,The Staff
38339,970,1020,,,970,1020,,,970,1020,LIN 106,The Staff
38340,,,,,910,960,,,,,LIN 106,The Staff
38340,970,1020,,,970,1020,,,970,1020,LIN 106,The Staff
53188,790,840,,,790,840,,,790,840,LIN 150,The Staff
53188,,,660,710,,,,,,,LIN 150,The Staff
53189,,,,,910,960,,,,,LIN 150,The Staff
53189,790,840,,,790,840,,,790,840,LIN 150,The Staff
53838,,,,,,,,,600,650,LIN 160,The Staff
53838,,,1000,1080,,,1000,1080,,,LIN 160,The Staff
53839,,,1000,1080,,,1000,1080,,,LIN 160,The Staff
53839,,,,,,,,,660,710,LIN 160,The Staff
38347,,,600,680,,,600,680,,,LIN 173,"Tonkovich, Y"
38347,,,690,710,,,690,710,,,LIN 173,"Tonkovich, Y"
53190,,,910,990,,,910,990,,,LIN 175,"Corina, D"
53190,,,1090,1140,,,,,,,LIN 175,"Corina, D"
53191,,,,,,,,,970,1020,LIN 175,"Corina, D"
53191,,,910,990,,,910,990,,,LIN 175,"Corina, D"
38348,,,,,730,780,,,,,LIN 177,"Morgan, E"
38348,,,730,810,,,730,810,,,LIN 177,"Morgan, E"
38349,,,,,,,480,530,,,LIN 177,"Morgan, E"
38349,,,730,810,,,730,810,,,LIN 177,"Morgan, E"
38350,,,,,,,,,540,590,LIN 177,"Morgan, E"
38350,,,730,810,,,730,810,,,LIN 177,"Morgan, E"
38351,,,,,,,,,910,960,LIN 177,"Morgan, E"
38351,,,730,810,,,730,810,,,LIN 177,"Morgan, E"
53192,970,1080,,,970,1080,,,,,LIN 180,"Menard-Warwick, J"
@,,,,,,,,,,,LIN 192,The Staff
@,,,,,,,,,,,LIN 194H,"Sagae, K"
@,,,,,,,,,,,LIN 197T,The Staff
@,,,,,,,,,,,LIN 198,The Staff
@,,,,,,,,,,,LIN 199,The Staff
53035,1320,780,,,,,,,,,LIN 200C,"Morgan, E"
53822,,,970,1050,,,970,1050,,,LIN 212,The Staff
53823,,,630,710,,,630,710,,,LIN 275,"Corina, D"
53036,,,820,900,,,820,900,,,LIN 280,"Ramanathan-Abbott, V"
@,,,,,,,,,,,LIN 297T,The Staff
@,,,,,,,,,,,LIN 298,The Staff
@,,,,,,,,,,,LIN 299,The Staff
@,,,,,,,,,,,LIN 396,The Staff
41059,,,,,,,,,480,530,MGT 011A,The Staff
41059,,,730,810,,,730,810,,,MGT 011A,The Staff
41060,,,730,810,,,730,810,,,MGT 011A,The Staff
41060,,,,,,,,,540,590,MGT 011A,The Staff
41061,,,,,,,,,540,590,MGT 011A,The Staff
41061,,,730,810,,,730,810,,,MGT 011A,The Staff
41062,,,,,,,,,600,650,MGT 011A,The Staff
41062,,,730,810,,,730,810,,,MGT 011A,The Staff
41063,,,,,,,,,600,650,MGT 011A,The Staff
41063,,,730,810,,,730,810,,,MGT 011A,The Staff
41064,,,,,,,,,660,710,MGT 011A,The Staff
41064,,,730,810,,,730,810,,,MGT 011A,The Staff
41065,,,,,,,,,660,710,MGT 011A,The Staff
41065,,,730,810,,,730,810,,,MGT 011A,The Staff
41066,,,730,810,,,730,810,,,MGT 011A,The Staff
41066,,,,,,,,,730,780,MGT 011A,The Staff
41068,,,,,,,,,730,780,MGT 011A,The Staff
41068,,,820,900,,,820,900,,,MGT 011A,The Staff
41069,,,,,,,,,790,840,MGT 011A,The Staff
41069,,,820,900,,,820,900,,,MGT 011A,The Staff
41070,,,,,,,,,790,840,MGT 011A,The Staff
41070,,,820,900,,,820,900,,,MGT 011A,The Staff
41071,,,820,900,,,820,900,,,MGT 011A,The Staff
41071,,,,,,,,,850,900,MGT 011A,The Staff
41072,,,820,900,,,820,900,,,MGT 011A,The Staff
41072,,,,,,,,,850,900,MGT 011A,The Staff
41073,,,820,900,,,820,900,,,MGT 011A,The Staff
41073,,,,,,,,,910,960,MGT 011A,The Staff
41074,,,,,,,,,660,710,MGT 011A,The Staff
41074,,,820,900,,,820,900,,,MGT 011A,The Staff
41075,,,,,,,,,730,780,MGT 011A,The Staff
41075,,,820,900,,,820,900,,,MGT 011A,The Staff
53463,,,730,810,,,730,810,,,MGT 011A,The Staff
53463,,,,,,,,,730,780,MGT 011A,The Staff
53464,,,,,,,,,970,1020,MGT 011A,The Staff
53464,,,820,900,,,820,900,,,MGT 011A,The Staff
41077,,,,,,,,,600,650,MGT 011B,"Zern, C"
41077,,,820,900,,,820,900,,,MGT 011B,"Zern, C"
41078,,,,,,,,,660,710,MGT 011B,"Zern, C"
41078,,,820,900,,,820,900,,,MGT 011B,"Zern, C"
41079,,,,,,,,,730,780,MGT 011B,"Zern, C"
41079,,,820,900,,,820,900,,,MGT 011B,"Zern, C"
41080,,,,,,,,,790,840,MGT 011B,"Zern, C"
41080,,,820,900,,,820,900,,,MGT 011B,"Zern, C"
41082,,,,,,,,,730,780,MGT 101,"Zern, C"
41082,,,1000,1080,,,1000,1080,,,MGT 101,"Zern, C"
41083,,,,,,,,,790,840,MGT 101,"Zern, C"
41083,,,1000,1080,,,1000,1080,,,MGT 101,"Zern, C"
41084,,,,,,,,,850,900,MGT 101,"Zern, C"
41084,,,1000,1080,,,1000,1080,,,MGT 101,"Zern, C"
41085,,,,,,,,,910,960,MGT 101,"Zern, C"
41085,,,1000,1080,,,1000,1080,,,MGT 101,"Zern, C"
41086,,,,,,,,,480,530,MGT 103,"Partridge, C"
41086,,,630,710,,,630,710,,,MGT 103,"Partridge, C"
41087,,,,,,,,,540,590,MGT 103,"Partridge, C"
41087,,,630,710,,,630,710,,,MGT 103,"Partridge, C"
41088,,,,,,,,,600,650,MGT 103,"Partridge, C"
41088,,,630,710,,,630,710,,,MGT 103,"Partridge, C"
41089,,,630,710,,,630,710,,,MGT 103,"Partridge, C"
41089,,,,,,,,,660,710,MGT 103,"Partridge, C"
41090,,,730,810,,,730,810,,,MGT 103,"Partridge, C"
41090,,,,,,,,,480,530,MGT 103,"Partridge, C"
41091,,,,,,,,,540,590,MGT 103,"Partridge, C"
41091,,,730,810,,,730,810,,,MGT 103,"Partridge, C"
41092,,,,,,,,,600,650,MGT 103,"Partridge, C"
41092,,,730,810,,,730,810,,,MGT 103,"Partridge, C"
41093,,,730,810,,,730,810,,,MGT 103,"Partridge, C"
41093,,,,,,,,,660,710,MGT 103,"Partridge, C"
41094,,,,,,,,,540,710,MGT 120,"Aram, C"
41094,,,970,1020,,,,,,,MGT 120,"Aram, C"
41095,,,,,,,,,540,710,MGT 120,"Aram, C"
41095,,,1030,1080,,,,,,,MGT 120,"Aram, C"
41096,,,,,,,,,540,710,MGT 120,"Aram, C"
41096,,,1090,1140,,,,,,,MGT 120,"Aram, C"
41097,,,1150,1200,,,,,,,MGT 120,"Aram, C"
41097,,,,,,,,,540,710,MGT 120,"Aram, C"
41098,,,,,,,,,540,590,MGT 140,"Findlay, D"
41098,1090,1260,,,,,,,,,MGT 140,"Findlay, D"
41099,,,,,,,,,600,650,MGT 140,"Findlay, D"
41099,1090,1260,,,,,,,,,MGT 140,"Findlay, D"
41100,1090,1260,,,,,,,,,MGT 140,"Findlay, D"
41100,,,,,,,,,660,710,MGT 140,"Findlay, D"
41101,,,,,,,,,730,780,MGT 140,"Findlay, D"
41101,1090,1260,,,,,,,,,MGT 140,"Findlay, D"
41102,,,,,,,,,730,900,MGT 150,"Aram, C"
41102,,,,,,,970,1020,,,MGT 150,"Aram, C"
41103,,,,,,,,,730,900,MGT 150,"Aram, C"
41103,,,,,,,1030,1080,,,MGT 150,"Aram, C"
41104,,,,,,,1090,1140,,,MGT 150,"Aram, C"
41104,,,,,,,,,730,900,MGT 150,"Aram, C"
41105,,,,,,,,,730,900,MGT 150,"Aram, C"
41105,,,,,,,1150,1200,,,MGT 150,"Aram, C"
41106,,,,,,,1210,1260,,,MGT 150,"Aram, C"
41106,,,,,,,,,730,900,MGT 150,"Aram, C"
41107,,,,,,,,,480,530,MGT 160,"Perelman, G"
41107,,,,,1120,1290,,,,,MGT 160,"Perelman, G"
41108,,,,,,,,,540,590,MGT 160,"Perelman, G"
41108,,,,,1120,1290,,,,,MGT 160,"Perelman, G"
41109,,,,,,,,,600,650,MGT 160,"Perelman, G"
41109,,,,,1120,1290,,,,,MGT 160,"Perelman, G"
53083,,,,,1120,1290,,,,,MGT 160,"Perelman, G"
53083,,,,,,,,,660,710,MGT 160,"Perelman, G"
53084,910,1080,,,,,,,,,MGT 170,"Lynch, C"
53084,,,,,,,,,600,650,MGT 170,"Lynch, C"
53085,,,,,,,,,660,710,MGT 170,"Lynch, C"
53085,910,1080,,,,,,,,,MGT 170,"Lynch, C"
53086,,,,,,,,,730,780,MGT 170,"Lynch, C"
53086,910,1080,,,,,,,,,MGT 170,"Lynch, C"
53087,910,1080,,,,,,,,,MGT 170,"Lynch, C"
53087,,,,,,,,,790,840,MGT 170,"Lynch, C"
41110,,,,,,,970,1020,,,MGT 180,"Contreras, A"
41110,,,1090,1260,,,,,,,MGT 180,"Contreras, A"
41111,,,,,,,1030,1080,,,MGT 180,"Contreras, A"
41111,,,1090,1260,,,,,,,MGT 180,"Contreras, A"
41112,,,1090,1260,,,,,,,MGT 180,"Contreras, A"
41112,,,,,,,1090,1140,,,MGT 180,"Contreras, A"
41113,,,,,,,1150,1200,,,MGT 180,"Contreras, A"
41113,,,1090,1260,,,,,,,MGT 180,"Contreras, A"
41114,,,,,,,,,,,MGT 200A,"Wong, P"
41115,,,,,,,,,,,MGT 200A,The Staff
41116,,,,,,,,,,,MGT 202A,"Saraniti, B"
41117,,,,,,,,,,,MGT 202A,The Staff
41118,,,,,,,,,,,MGT 203A,"Woodruff, D"
41119,,,,,,,,,,,MGT 203A,"Woodruff, D"
41121,,,,,,,,,,,MGT 207,"Aram, C"
41122,,,,,,,,,,,MGT 223,"Palmer, D"
41123,,,,,,,,,,,MGT 239,"Aravindakshan, A"
41125,,,,,,,,,,,MGT 251,"Hargadon, A"
41126,,,,,,,,,,,MGT 261,"Chen, J"
41127,,,,,,,,,,,MGT 268,"Kennedy, J"
41128,,,,,,,,,,,MGT 268,"Kennedy, J"
41129,,,,,,,,,,,MGT 268,"Kennedy, J"
41130,,,,,,,,,,,MGT 291,3.0
41146,,,,,,,,,,,MGT 407,"Charnsupharindr, D"
41147,,,,,,,,,,,MGT 419,"Wilson, K"
41148,,,,,,,,,,,MGT 419,"Wilson, K"
41149,,,,,,,,,,,MGT 432,"Beckler, A"
41150,,,,,,,,,,,MGT 437,"Gupta, S"
41151,,,,,,,,,,,MGT 440,"Wilson, K"
41152,,,,,,,,,,,MGT 440,"Kavanagh, M"
41153,,,,,,,,,,,MGT 440,"Weissglass, K"
41154,,,,,,,,,,,MGT 440C,The Staff
41165,,,,,,,,,,,MGV 201AV,"Elsbach, K"
41166,,,,,,,,,,,MGV 201AV,"Elsbach, K"
41167,,,,,,,,,,,MGV 201AV,"Elsbach, K"
41168,,,,,,,,,,,MGV 201AV,"Elsbach, K"
41169,,,,,,,,,,,MGV 201AV,"Elsbach, K"
41170,,,,,,,,,,,MGV 201AV,"Elsbach, K"
41171,,,,,,,,,,,MGV 201BV,"Dokko, G"
41172,,,,,,,,,,,MGV 201BV,"Dokko, G"
41173,,,,,,,,,,,MGV 201BV,"Dokko, G"
41174,,,,,,,,,,,MGV 202AV,"Stango, V"
41175,,,,,,,,,,,MGV 202AV,"Stango, V"
41176,,,,,,,,,,,MGV 202AV,"Stango, V"
41177,,,,,,,,,,,MGV 202AV,"Stango, V"
41178,,,,,,,,,,,MGV 203BV,The Staff
41179,,,,,,,,,,,MGV 204V,"Aravindakshan, A"
41180,,,,,,,,,,,MGV 204V,"Aravindakshan, A"
41181,,,,,,,,,,,MGV 205V,"Barber, B"
41182,,,,,,,,,,,MGV 205V,"Barber, B"
41183,,,,,,,,,,,MGV 246V,"Olson, J"
41184,,,,,,,,,,,MGV 252V,"Chen, R"
41185,,,,,,,,,,,MGV 252V,"Chen, R"
41186,,,,,,,,,,,MGV 261V,"Chen, J"
41187,,,,,,,,,,,MGV 264V,"Yetman, R"
41188,,,,,,,,,,,MGV 268V,"Kennedy, B"
41189,,,,,,,,,,,MGV 268V,"Kennedy, B"
41190,,,,,,,,,,,MGV 268V,"Kennedy, B"
41191,,,,,,,,,,,MGV 400AV,"Yetman, M"
41192,,,,,,,,,,,MGV 400AV,"Yetman, M"
41193,,,,,,,,,,,MGV 403AV,The Staff
41194,,,,,,,,,,,MGV 403AV,The Staff
41195,,,,,,,,,,,MGV 438V,"Aram, C"
41196,,,,,,,,,,,MGV 438V,"Aram, C"
41197,,,,,,,,,,,MGV 438V,"Aram, C"
41198,,,,,,,,,,,MGV 438V,"Aram, C"
41199,,,,,,,,,,,MGV 438V,"Aram, C"
41200,,,,,,,,,,,MGV 438V,"Aram, C"
41201,,,,,,,,,,,MGV 490AV,"Elsbach, K"
41202,,,,,,,,,,,MGV 490AV,"Elsbach, K"
41203,,,,,,,,,,,MGV 490AV,"Elsbach, K"
41204,,,,,,,,,,,MGV 490AV,The Staff
41205,,,,,,,,,,,MGV 490AV,"Dinunzio, J"
41206,,,,,,,,,,,MGV 490AV,"Dinunzio, J"
41207,,,,,,,,,,,MGV 490AV,"Dinunzio, J"
