CRN,MStartTime,MEndTime,TStartTime,TEndTime,WStartTime,WEndTime,RStartTime,REndTime,FStartTime,FEndTime,Code,Instructor
20001,,,,,,,1030,1080,,,AAS 010,"Williams, A"
20001,,,540,620,,,540,620,,,AAS 010,"Williams, A"
20002,,,540,620,,,540,620,,,AAS 010,"Williams, A"
20002,,,,,,,1090,1140,,,AAS 010,"Williams, A"
52915,,,1090,1170,,,1090,1170,,,AAS 015,4.0
52915,,,,,970,1020,,,,,AAS 015,4.0
52916,,,,,1030,1080,,,,,AAS 015,4.0
52916,,,1090,1170,,,1090,1170,,,AAS 015,4.0
52917,,,1090,1170,,,1090,1170,,,AAS 015,4.0
52917,,,,,1090,1140,,,,,AAS 015,4.0
52918,,,1090,1170,,,1090,1170,,,AAS 015,4.0
52918,,,,,1150,1200,,,,,AAS 015,4.0
20003,,,730,840,,,730,840,,,AAS 016,"Mukiibi, E"
52913,,,630,710,,,630,710,,,AAS 053,"Harrison, M"
52913,,,1030,1080,,,,,,,AAS 053,"Harrison, M"
52914,,,1090,1140,,,,,,,AAS 053,"Harrison, M"
52914,,,630,710,,,630,710,,,AAS 053,"Harrison, M"
@,,,,,,,,,,,AAS 099,The Staff
20018,850,960,,,850,960,,,,,AAS 107A,"Ng'weno, B"
53548,600,710,,,600,710,,,,,AAS 107C,"Ng'weno, B"
52919,730,840,,,730,840,,,,,AAS 110,"Adejunmobi, M"
52920,970,1080,,,970,1080,,,,,AAS 111,"Adejunmobi, M"
52922,,,970,1080,,,970,1080,,,AAS 123,"Mukiibi, E"
@,,,,,,,,,,,AAS 192,The Staff
@,,,,,,,,,,,AAS 197T,The Staff
@,,,,,,,,,,,AAS 198,The Staff
@,,,,,,,,,,,AAS 199,The Staff
@,,,,,,,,,,,AAS 298A,The Staff
@,,,,,,,,,,,AAS 298B,The Staff
@,,,,,,,,,,,AAS 299,The Staff
20617,970,1020,,,,,,,,,AGC 290,"Poulin, B"
20618,,,,,970,1080,,,,,AGC 290,"Anastasio, C"
@,,,,,,,,,,,AGC 298,The Staff
@,,,,,,,,,,,AGC 299,The Staff
22402,1090,1200,,,1090,1200,,,,,ARE 018,"Lyon, E"
@,,,,,,,,,,,ARE 098,The Staff
@,,,,,,,,,,,ARE 099,The Staff
22485,,,540,620,,,540,620,,,ARE 100A,"Novan, K"
22485,,,1090,1140,,,,,,,ARE 100A,"Novan, K"
22486,,,540,620,,,540,620,,,ARE 100A,"Novan, K"
22486,,,1150,1200,,,,,,,ARE 100A,"Novan, K"
22487,,,540,620,,,540,620,,,ARE 100A,"Novan, K"
22487,,,,,1090,1140,,,,,ARE 100A,"Novan, K"
22488,,,540,620,,,540,620,,,ARE 100A,"Novan, K"
22488,,,,,1150,1200,,,,,ARE 100A,"Novan, K"
22489,,,,,1030,1080,,,,,ARE 100A,"Novan, K"
22489,,,540,620,,,540,620,,,ARE 100A,"Novan, K"
22490,,,540,620,,,540,620,,,ARE 100A,"Novan, K"
22490,,,,,1090,1140,,,,,ARE 100A,"Novan, K"
22491,,,540,620,,,540,620,,,ARE 100A,"Merel, P"
22491,,,1030,1080,,,,,,,ARE 100A,"Merel, P"
22492,,,1090,1140,,,,,,,ARE 100A,"Merel, P"
22492,,,540,620,,,540,620,,,ARE 100A,"Merel, P"
22493,,,1150,1200,,,,,,,ARE 100A,"Merel, P"
22493,,,540,620,,,540,620,,,ARE 100A,"Merel, P"
22494,,,1090,1140,,,,,,,ARE 100A,"Merel, P"
22494,,,540,620,,,540,620,,,ARE 100A,"Merel, P"
22495,,,,,1030,1080,,,,,ARE 100A,"Merel, P"
22495,,,540,620,,,540,620,,,ARE 100A,"Merel, P"
22496,,,,,1090,1140,,,,,ARE 100A,"Merel, P"
22496,,,540,620,,,540,620,,,ARE 100A,"Merel, P"
22497,,,1090,1140,,,,,,,ARE 100B,"Goodrich, R"
22497,,,910,990,,,910,990,,,ARE 100B,"Goodrich, R"
22498,,,1150,1200,,,,,,,ARE 100B,"Goodrich, R"
22498,,,910,990,,,910,990,,,ARE 100B,"Goodrich, R"
22499,,,,,1030,1080,,,,,ARE 100B,"Goodrich, R"
22499,,,910,990,,,910,990,,,ARE 100B,"Goodrich, R"
22500,,,910,990,,,910,990,,,ARE 100B,"Goodrich, R"
22500,,,,,1090,1140,,,,,ARE 100B,"Goodrich, R"
22501,,,,,1030,1080,,,,,ARE 100B,"Goodrich, R"
22501,,,910,990,,,910,990,,,ARE 100B,"Goodrich, R"
22502,,,,,1090,1140,,,,,ARE 100B,"Goodrich, R"
22502,,,910,990,,,910,990,,,ARE 100B,"Goodrich, R"
22503,660,710,,,660,710,,,660,710,ARE 106,"Reimer, M"
22503,1030,1080,,,,,,,,,ARE 106,"Reimer, M"
22504,660,710,,,660,710,,,660,710,ARE 106,"Reimer, M"
22504,1090,1140,,,,,,,,,ARE 106,"Reimer, M"
22505,660,710,,,660,710,,,660,710,ARE 106,"Reimer, M"
22505,,,1090,1140,,,,,,,ARE 106,"Reimer, M"
22506,660,710,,,660,710,,,660,710,ARE 106,"Reimer, M"
22506,,,1150,1200,,,,,,,ARE 106,"Reimer, M"
22507,660,710,,,660,710,,,660,710,ARE 106,"Reimer, M"
22507,1090,1140,,,,,,,,,ARE 106,"Reimer, M"
22508,660,710,,,660,710,,,660,710,ARE 106,"Reimer, M"
22508,1150,1200,,,,,,,,,ARE 106,"Reimer, M"
22509,970,1080,,,970,1080,,,,,ARE 112,"Lundblad, G"
22510,,,1090,1140,,,,,,,ARE 115A,"Boucher, S"
22510,,,820,900,,,820,900,,,ARE 115A,"Boucher, S"
22511,,,820,900,,,820,900,,,ARE 115A,"Boucher, S"
22511,,,1150,1200,,,,,,,ARE 115A,"Boucher, S"
22512,,,820,900,,,820,900,,,ARE 115A,"Boucher, S"
22512,,,1090,1140,,,,,,,ARE 115A,"Boucher, S"
22513,,,820,900,,,820,900,,,ARE 115A,"Boucher, S"
22513,,,1150,1200,,,,,,,ARE 115A,"Boucher, S"
22514,,,820,900,,,820,900,,,ARE 115A,"Boucher, S"
22514,,,,,1090,1140,,,,,ARE 115A,"Boucher, S"
22515,,,820,900,,,820,900,,,ARE 115A,"Boucher, S"
22515,,,,,1150,1200,,,,,ARE 115A,"Boucher, S"
22516,,,820,900,,,820,900,,,ARE 115A,"Boucher, S"
22516,,,,,1090,1140,,,,,ARE 115A,"Boucher, S"
22517,,,820,900,,,820,900,,,ARE 115A,"Boucher, S"
22517,,,,,1150,1200,,,,,ARE 115A,"Boucher, S"
22518,,,820,900,,,820,900,,,ARE 115A,"Boucher, S"
22518,,,,,1030,1080,,,,,ARE 115A,"Boucher, S"
22519,,,820,900,,,820,900,,,ARE 115A,"Boucher, S"
22519,,,,,1090,1140,,,,,ARE 115A,"Boucher, S"
53396,,,,,,,,,480,530,ARE 115BY,"Wilson, J"
53396,,,730,810,,,,,,,ARE 115BY,"Wilson, J"
53397,,,,,,,,,480,530,ARE 115BY,"Wilson, J"
53397,,,820,900,,,,,,,ARE 115BY,"Wilson, J"
53398,,,,,,,,,480,530,ARE 115BY,"Wilson, J"
53398,,,,,,,730,810,,,ARE 115BY,"Wilson, J"
53399,,,,,,,,,480,530,ARE 115BY,"Wilson, J"
53399,,,,,,,820,900,,,ARE 115BY,"Wilson, J"
22526,970,1080,,,970,1080,,,,,ARE 118,"Lyon, E"
22527,1090,1200,,,1090,1200,,,,,ARE 119,"Ekanayake, C"
22530,,,1090,1110,,,1090,1110,,,ARE 138,"Williams, J"
22530,,,1000,1080,,,1000,1080,,,ARE 138,"Williams, J"
22531,,,,,1030,1080,,,,,ARE 139,"Carter, C"
22531,,,630,710,,,630,710,,,ARE 139,"Carter, C"
22532,,,,,1090,1140,,,,,ARE 139,"Carter, C"
22532,,,630,710,,,630,710,,,ARE 139,"Carter, C"
22533,,,630,710,,,630,710,,,ARE 139,"Carter, C"
22533,,,1030,1080,,,,,,,ARE 139,"Carter, C"
22534,,,630,710,,,630,710,,,ARE 139,"Carter, C"
22534,,,1090,1140,,,,,,,ARE 139,"Carter, C"
22535,480,530,,,480,530,,,480,530,ARE 142,"Johnson, E"
22536,730,840,,,730,840,,,,,ARE 143,"Constantine, J"
22537,,,1030,1080,,,,,,,ARE 146,"Jessoe, K"
22537,,,540,620,,,540,620,,,ARE 146,"Jessoe, K"
22538,,,540,620,,,540,620,,,ARE 146,"Jessoe, K"
22538,,,1090,1140,,,,,,,ARE 146,"Jessoe, K"
22539,,,540,620,,,540,620,,,ARE 146,"Jessoe, K"
22539,,,,,1030,1080,,,,,ARE 146,"Jessoe, K"
22540,,,540,620,,,540,620,,,ARE 146,"Jessoe, K"
22540,,,,,1090,1140,,,,,ARE 146,"Jessoe, K"
22541,,,1030,1080,,,,,,,ARE 155,"Constantine, J"
22541,,,600,680,,,600,680,,,ARE 155,"Constantine, J"
22542,,,1090,1140,,,,,,,ARE 155,"Constantine, J"
22542,,,600,680,,,600,680,,,ARE 155,"Constantine, J"
22543,,,1090,1140,,,,,,,ARE 155,"Constantine, J"
22543,,,600,680,,,600,680,,,ARE 155,"Constantine, J"
22544,,,1150,1200,,,,,,,ARE 155,"Constantine, J"
22544,,,600,680,,,600,680,,,ARE 155,"Constantine, J"
22545,,,,,1030,1080,,,,,ARE 155,"Constantine, J"
22545,,,600,680,,,600,680,,,ARE 155,"Constantine, J"
22546,,,,,1090,1140,,,,,ARE 155,"Constantine, J"
22546,,,600,680,,,600,680,,,ARE 155,"Constantine, J"
22547,1030,1080,,,,,,,,,ARE 155,"Gafarov, B"
22547,790,840,,,790,840,,,790,840,ARE 155,"Gafarov, B"
22548,1090,1140,,,,,,,,,ARE 155,"Gafarov, B"
22548,790,840,,,790,840,,,790,840,ARE 155,"Gafarov, B"
22549,,,1030,1080,,,,,,,ARE 155,"Gafarov, B"
22549,790,840,,,790,840,,,790,840,ARE 155,"Gafarov, B"
22550,,,1090,1140,,,,,,,ARE 155,"Gafarov, B"
22550,790,840,,,790,840,,,790,840,ARE 155,"Gafarov, B"
22551,1030,1080,,,,,,,,,ARE 155,"Gafarov, B"
22551,790,840,,,790,840,,,790,840,ARE 155,"Gafarov, B"
22552,790,840,,,790,840,,,790,840,ARE 155,"Gafarov, B"
22552,1090,1140,,,,,,,,,ARE 155,"Gafarov, B"
22553,,,450,530,,,450,530,,,ARE 171,"Carter, C"
22553,,,,,1030,1080,,,,,ARE 171,"Carter, C"
22554,,,450,530,,,450,530,,,ARE 171,"Carter, C"
22554,,,,,1090,1140,,,,,ARE 171,"Carter, C"
22555,,,450,530,,,450,530,,,ARE 171,"Carter, C"
22555,,,,,1090,1140,,,,,ARE 171,"Carter, C"
22556,,,450,530,,,450,530,,,ARE 171,"Carter, C"
22556,,,,,1150,1200,,,,,ARE 171,"Carter, C"
22557,,,450,530,,,450,530,,,ARE 171,"Carter, C"
22557,,,1030,1080,,,,,,,ARE 171,"Carter, C"
22558,,,450,530,,,450,530,,,ARE 171,"Carter, C"
22558,,,1090,1140,,,,,,,ARE 171,"Carter, C"
22559,,,730,810,,,730,810,,,ARE 172,"Goodrich, R"
22559,,,1030,1080,,,,,,,ARE 172,"Goodrich, R"
22560,,,730,810,,,730,810,,,ARE 172,"Goodrich, R"
22560,,,1090,1140,,,,,,,ARE 172,"Goodrich, R"
22561,,,730,810,,,730,810,,,ARE 172,"Goodrich, R"
22561,,,,,1030,1080,,,,,ARE 172,"Goodrich, R"
22562,,,,,1090,1140,,,,,ARE 172,"Goodrich, R"
22562,,,730,810,,,730,810,,,ARE 172,"Goodrich, R"
22563,,,1000,1080,,,1000,1080,,,ARE 176,"Hansen-Lewis, J"
22563,,,1090,1140,,,,,,,ARE 176,"Hansen-Lewis, J"
22564,,,1000,1080,,,1000,1080,,,ARE 176,"Hansen-Lewis, J"
22564,,,1150,1200,,,,,,,ARE 176,"Hansen-Lewis, J"
22565,,,,,1030,1080,,,,,ARE 176,"Hansen-Lewis, J"
22565,,,1000,1080,,,1000,1080,,,ARE 176,"Hansen-Lewis, J"
22566,,,,,1090,1140,,,,,ARE 176,"Hansen-Lewis, J"
22566,,,1000,1080,,,1000,1080,,,ARE 176,"Hansen-Lewis, J"
@,,,,,,,,,,,ARE 192,The Staff
@,,,,,,,,,,,ARE 197T,The Staff
@,,,,,,,,,,,ARE 198,The Staff
@,,,,,,,,,,,ARE 199,The Staff
22743,,,730,810,,,730,810,,,ARE 200A,"Schipper, B"
22743,,,,,,,,,,,ARE 200A,"Schipper, B"
22744,970,1050,,,970,1050,,,,,ARE 202A,"Beatty, T"
@,,,730,840,,,730,840,,,ARE 204A,"Merel, P"
22746,,,940,960,,,940,960,,,ARE 215A,"Carter,Rezaee"
22746,,,850,930,,,850,930,,,ARE 215A,"Carter,Rezaee"
22747,730,840,,,730,840,,,,,ARE 223,"Alston, J"
22748,820,840,,,820,840,,,,,ARE 231,"Beatty,Smith"
22748,730,810,,,730,810,,,,,ARE 231,"Beatty,Smith"
22749,,,820,900,,,820,900,,,ARE 239,"Shen, S"
22749,,,,,,,,,,,ARE 239,"Shen, S"
22750,,,,,,,480,530,,,ARE 240D,"Ura, T"
22750,,,540,620,,,540,620,,,ARE 240D,"Ura, T"
22751,600,710,,,600,710,,,,,ARE 254,"Agerton, M"
@,,,,,,,,,790,840,ARE 256A,"Beatty, T"
@,600,680,,,600,680,,,,,ARE 256A,"Beatty, T"
22753,,,730,840,,,730,840,,,ARE 276A,"Jessoe, K"
@,,,,,,,,,,,ARE 298,The Staff
@,,,,,,,,,,,ARE 299,The Staff
@,,,,,,,,,,,ARE 299D,The Staff
@,,,,,,,,,,,ARE 396,The Staff
@,,,,,,,,,,,AED 092,The Staff
@,,,,,,,,,,,AED 098,"Ebeler, S"
@,,,,,,,,,,,AED 099,The Staff
20607,,,1030,1200,,,,,,,AED 160,"Teixeira, K"
53169,,,540,590,,,,,,,AED 171,"Teixeira, K"
53169,,,,,,,540,710,,,AED 171,"Teixeira, K"
@,,,,,,,,,,,AED 192,The Staff
@,,,,,,,,,,,AED 198,"Ebeler, S"
@,,,,,,,,,,,AED 199,The Staff
20846,,,1090,1140,,,,,,,AMS 001C,"Arapoglou, E"
20846,970,1050,,,970,1050,,,,,AMS 001C,"Arapoglou, E"
20847,,,1150,1200,,,,,,,AMS 001C,"Arapoglou, E"
20847,970,1050,,,970,1050,,,,,AMS 001C,"Arapoglou, E"
20848,970,1050,,,970,1050,,,,,AMS 001C,"Arapoglou, E"
20848,,,970,1020,,,,,,,AMS 001C,"Arapoglou, E"
20849,,,1030,1080,,,,,,,AMS 001C,"Arapoglou, E"
20849,970,1050,,,970,1050,,,,,AMS 001C,"Arapoglou, E"
53090,,,,,,,1090,1140,,,AMS 001C,"Arapoglou, E"
53090,970,1050,,,970,1050,,,,,AMS 001C,"Arapoglou, E"
53091,970,1050,,,970,1050,,,,,AMS 001C,"Arapoglou, E"
53091,,,,,,,1150,1200,,,AMS 001C,"Arapoglou, E"
20850,,,970,1020,,,,,,,AMS 010,"Sze, J"
20850,,,730,810,,,730,810,,,AMS 010,"Sze, J"
20851,,,1030,1080,,,,,,,AMS 010,"Sze, J"
20851,,,730,810,,,730,810,,,AMS 010,"Sze, J"
20852,,,,,1090,1140,,,,,AMS 010,"Sze, J"
20852,,,730,810,,,730,810,,,AMS 010,"Sze, J"
20853,,,,,1150,1200,,,,,AMS 010,"Sze, J"
20853,,,730,810,,,730,810,,,AMS 010,"Sze, J"
20854,,,730,810,,,730,810,,,AMS 010,"Sze, J"
20854,,,,,,,1030,1080,,,AMS 010,"Sze, J"
20855,,,730,810,,,730,810,,,AMS 010,"Sze, J"
20855,,,,,,,1090,1140,,,AMS 010,"Sze, J"
53092,,,730,810,,,730,810,,,AMS 010,"Sze, J"
53092,,,,,,,,,600,650,AMS 010,"Sze, J"
53093,,,,,,,,,660,710,AMS 010,"Sze, J"
53093,,,730,810,,,730,810,,,AMS 010,"Sze, J"
20856,,,820,900,,,820,900,,,AMS 021,"Nath, A"
20856,,,1090,1140,,,,,,,AMS 021,"Nath, A"
20857,,,820,900,,,820,900,,,AMS 021,"Nath, A"
20857,,,1150,1200,,,,,,,AMS 021,"Nath, A"
20858,,,820,900,,,820,900,,,AMS 021,"Nath, A"
20858,,,,,1030,1080,,,,,AMS 021,"Nath, A"
20859,,,,,1090,1140,,,,,AMS 021,"Nath, A"
20859,,,820,900,,,820,900,,,AMS 021,"Nath, A"
20860,,,820,900,,,820,900,,,AMS 021,"Nath, A"
20860,,,,,,,1090,1140,,,AMS 021,"Nath, A"
20861,,,820,900,,,820,900,,,AMS 021,"Nath, A"
20861,,,,,,,1150,1200,,,AMS 021,"Nath, A"
20862,,,1030,1080,,,,,,,AMS 030,"Smoodin, E"
20862,,,630,710,,,630,710,,,AMS 030,"Smoodin, E"
20863,,,630,710,,,630,710,,,AMS 030,"Smoodin, E"
20863,,,1090,1140,,,,,,,AMS 030,"Smoodin, E"
20864,,,,,,,970,1020,,,AMS 030,"Smoodin, E"
20864,,,630,710,,,630,710,,,AMS 030,"Smoodin, E"
20865,,,,,,,1030,1080,,,AMS 030,"Smoodin, E"
20865,,,630,710,,,630,710,,,AMS 030,"Smoodin, E"
20867,540,590,,,,,,,,,AMS 095,"Meyer,Wang"
20867,,,,,540,590,,,,,AMS 095,"Meyer,Wang"
@,,,,,,,,,,,AMS 098,The Staff
@,,,,,,,,,,,AMS 099,The Staff
53102,,,790,960,,,,,,,AMS 101B,"Cartwright, R"
20881,,,1000,1080,,,1000,1080,,,AMS 150,"Sze, J"
20882,,,910,990,,,910,990,,,AMS 155,"Biltekoff, C"
20883,730,810,,,730,810,,,,,AMS 156,"Wang, G"
20883,820,840,,,820,840,,,,,AMS 156,"Wang, G"
20887,,,,,,,600,710,,,AMS 190A,"Nath, A"
@,,,,,,,,,,,AMS 190B,The Staff
@,,,,,,,,,,,AMS 192,The Staff
@,,,,,,,,,,,AMS 197T,The Staff
@,,,,,,,,,,,AMS 199,The Staff
@,,,,,,,,,,,AMS 298,The Staff
@,,,,,,,,,,,AMS 299,The Staff
@,,,,,,,,,,,AMS 396,The Staff
20942,,,,,,,,,600,650,ANB 218A,"Sih, A"
20942,600,710,,,600,710,,,,,ANB 218A,"Sih, A"
@,,,,,,,,,,,ANB 290,The Staff
@,,,,,,,,,,,ANB 298,The Staff
@,,,,,,,,,,,ANB 299,The Staff
20217,,,,,,,480,530,,,ABI 050A,"Kimsey,Vannette"
20217,,,540,710,,,,,,,ABI 050A,"Kimsey,Vannette"
20218,,,,,,,480,530,,,ABI 050A,"Kimsey,Vannette"
20218,,,850,1020,,,,,,,ABI 050A,"Kimsey,Vannette"
20219,,,,,,,540,710,,,ABI 050A,"Kimsey,Vannette"
20219,,,,,,,480,530,,,ABI 050A,"Kimsey,Vannette"
20220,,,,,,,850,1020,,,ABI 050A,"Kimsey,Vannette"
20220,,,,,,,480,530,,,ABI 050A,"Kimsey,Vannette"
20221,,,630,710,,,630,710,,,ABI 050B,"Bond,Nansen"
@,,,,,,,,,,,ABI 092,The Staff
@,,,,,,,,,,,ABI 098,The Staff
@,,,,,,,,,,,ABI 099,The Staff
20240,,,,,,,,,480,530,ABI 102,"Mienaltowski, M"
20240,480,530,480,530,480,530,480,530,,,ABI 102,"Mienaltowski, M"
20241,850,900,,,,,,,,,ABI 187,"Kimsey, R"
20241,,,,,850,900,,,,,ABI 187,"Kimsey, R"
@,,,,,,,,,,,ABI 189,The Staff
@,,,,,,,,,,,ABI 189D,The Staff
@,,,,,,,,,,,ABI 192,The Staff
@,,,,,,,,,,,ABI 198,The Staff
@,,,,,,,,,,,ABI 199,The Staff
20074,,,,,,,600,690,,,ABG 200A,"Liu, Y"
20074,,,,,,,,,600,690,ABG 200A,"Liu, Y"
20075,,,910,960,,,,,,,ABG 202,"Soares De Lima, F"
20075,,,850,900,,,,,,,ABG 202,"Soares De Lima, F"
20076,,,,,,,,,,,ABG 290,"Gallardo, R"
20077,,,,,,,,,,,ABG 290,The Staff
20078,,,,,,,,,,,ABG 290,The Staff
20079,,,,,,,,,,,ABG 290,The Staff
20080,,,,,,,,,,,ABG 290,The Staff
20081,,,,,,,,,,,ABG 290,The Staff
@,,,,,,,,,,,ABG 298,The Staff
@,,,,,,,,,,,ABG 299,The Staff
20200,,,,,,,,,,,ABG 300,"Hovey, R"
@,,,,,,,,,,,ABG 396,The Staff
21054,420,470,420,470,420,470,420,470,,,ANG 107,"Miller, M"
21054,,,910,960,,,,,,,ANG 107,"Miller, M"
21054,,,,,,,,,420,470,ANG 107,"Miller, M"
21054,,,850,900,,,,,,,ANG 107,"Miller, M"
21055,,,910,960,,,,,,,ANG 107,"Miller, M"
21055,,,850,900,,,,,,,ANG 107,"Miller, M"
21055,,,,,,,,,420,470,ANG 107,"Miller, M"
21055,420,470,420,470,420,470,420,470,,,ANG 107,"Miller, M"
21056,420,470,420,470,420,470,420,470,,,ANG 107,"Miller, M"
21056,,,,,,,,,420,470,ANG 107,"Miller, M"
21056,,,730,780,,,,,,,ANG 107,"Miller, M"
21056,,,790,840,,,,,,,ANG 107,"Miller, M"
21057,420,470,420,470,420,470,420,470,,,ANG 107,"Miller, M"
21057,,,,,,,,,420,470,ANG 107,"Miller, M"
21057,,,790,840,,,,,,,ANG 107,"Miller, M"
21057,,,730,780,,,,,,,ANG 107,"Miller, M"
21058,420,470,420,470,420,470,420,470,,,ANG 107,"Miller, M"
21058,,,,,,,,,420,470,ANG 107,"Miller, M"
21058,,,970,1020,,,,,,,ANG 107,"Miller, M"
21058,,,1030,1080,,,,,,,ANG 107,"Miller, M"
21059,,,,,790,960,,,790,960,ANG 111,"Kueltz, D"
21059,540,590,,,540,590,,,,,ANG 111,"Kueltz, D"
@,,,,,,,,,,,ANG 198,The Staff
@,,,,,,,,,,,ANG 199,The Staff
@,,,,,,,,,,,ANG 298,The Staff
@,,,,,,,,,,,ANG 299,The Staff
21120,,,480,650,,,,,,,ANS 001,"Hovey, R"
21120,660,710,,,660,710,,,660,710,ANS 001,"Hovey, R"
21121,,,480,650,,,,,,,ANS 001,"Hovey, R"
21121,660,710,,,660,710,,,660,710,ANS 001,"Hovey, R"
21122,660,710,,,660,710,,,660,710,ANS 001,"Hovey, R"
21122,,,1380,830,,,,,,,ANS 001,"Hovey, R"
21123,660,710,,,660,710,,,660,710,ANS 001,"Hovey, R"
21123,,,1380,830,,,,,,,ANS 001,"Hovey, R"
21124,660,710,,,660,710,,,660,710,ANS 001,"Hovey, R"
21124,,,850,1020,,,,,,,ANS 001,"Hovey, R"
21125,660,710,,,660,710,,,660,710,ANS 001,"Hovey, R"
21125,,,850,1020,,,,,,,ANS 001,"Hovey, R"
21126,,,,,480,650,,,,,ANS 001,"Hovey, R"
21126,660,710,,,660,710,,,660,710,ANS 001,"Hovey, R"
21127,,,,,480,650,,,,,ANS 001,"Hovey, R"
21127,660,710,,,660,710,,,660,710,ANS 001,"Hovey, R"
21128,660,710,,,660,710,,,660,710,ANS 001,"Hovey, R"
21128,,,,,730,900,,,,,ANS 001,"Hovey, R"
21129,660,710,,,660,710,,,660,710,ANS 001,"Hovey, R"
21129,,,,,730,900,,,,,ANS 001,"Hovey, R"
21130,660,710,,,660,710,,,660,710,ANS 001,"Hovey, R"
21130,,,,,910,1080,,,,,ANS 001,"Hovey, R"
21131,660,710,,,660,710,,,660,710,ANS 001,"Hovey, R"
21131,,,,,910,1080,,,,,ANS 001,"Hovey, R"
21132,,,,,,,480,650,,,ANS 001,"Hovey, R"
21132,660,710,,,660,710,,,660,710,ANS 001,"Hovey, R"
21133,,,,,,,480,650,,,ANS 001,"Hovey, R"
21133,660,710,,,660,710,,,660,710,ANS 001,"Hovey, R"
21134,660,710,,,660,710,,,660,710,ANS 001,"Hovey, R"
21134,,,,,,,1380,830,,,ANS 001,"Hovey, R"
21135,660,710,,,660,710,,,660,710,ANS 001,"Hovey, R"
21135,,,,,,,1380,830,,,ANS 001,"Hovey, R"
21136,660,710,,,660,710,,,660,710,ANS 001,"Hovey, R"
21136,,,,,,,850,1020,,,ANS 001,"Hovey, R"
21137,660,710,,,660,710,,,660,710,ANS 001,"Hovey, R"
21137,,,,,,,850,1020,,,ANS 001,"Hovey, R"
21138,660,710,,,660,710,,,660,710,ANS 001,"Hovey, R"
21138,,,,,,,,,480,650,ANS 001,"Hovey, R"
21139,660,710,,,660,710,,,660,710,ANS 001,"Hovey, R"
21139,,,,,,,,,480,650,ANS 001,"Hovey, R"
21140,,,,,,,,,730,900,ANS 001,"Hovey, R"
21140,660,710,,,660,710,,,660,710,ANS 001,"Hovey, R"
21141,,,,,,,,,730,900,ANS 001,"Hovey, R"
21141,660,710,,,660,710,,,660,710,ANS 001,"Hovey, R"
21142,,,,,,,600,650,,,ANS 018,"Kueltz, D"
21142,600,650,,,600,650,,,600,650,ANS 018,"Kueltz, D"
21143,600,650,,,600,650,,,600,650,ANS 018,"Kueltz, D"
21143,,,,,,,,,540,590,ANS 018,"Kueltz, D"
21144,600,650,,,600,650,,,600,650,ANS 018,"Kueltz, D"
21144,,,,,,,540,590,,,ANS 018,"Kueltz, D"
21145,,,,,,,,,850,1020,ANS 022A,"Pettey, L"
21146,,,480,530,,,480,530,,,ANS 041,"Mitloehner, F"
21147,,,910,1080,,,,,,,ANS 041L,"Mitloehner, F"
21147,,,850,900,,,,,,,ANS 041L,"Mitloehner, F"
21148,,,850,900,,,,,,,ANS 041L,"Mitloehner, F"
21148,,,910,1080,,,,,,,ANS 041L,"Mitloehner, F"
21149,,,,,,,850,900,,,ANS 041L,"Mitloehner, F"
21149,,,,,,,910,1080,,,ANS 041L,"Mitloehner, F"
21150,,,,,,,850,900,,,ANS 041L,"Mitloehner, F"
21150,,,,,,,910,1080,,,ANS 041L,"Mitloehner, F"
21151,,,660,710,,,,,,,ANS 049B,2.0
21151,,,480,650,,,,,,,ANS 049B,2.0
21152,,,660,710,,,,,,,ANS 049B,2.0
21152,,,,,480,650,,,,,ANS 049B,2.0
21153,,,660,710,,,,,,,ANS 049B,2.0
21153,,,,,,,480,650,,,ANS 049B,2.0
21154,,,660,710,,,,,,,ANS 049B,2.0
21154,,,,,,,,,480,650,ANS 049B,2.0
21155,730,780,,,,,,,,,ANS 049C,2.0
21155,540,710,,,,,,,,,ANS 049C,2.0
21156,730,780,,,,,,,,,ANS 049C,2.0
21156,,,540,710,,,,,,,ANS 049C,2.0
21157,730,780,,,,,,,,,ANS 049C,2.0
21157,,,,,540,710,,,,,ANS 049C,2.0
21158,730,780,,,,,,,,,ANS 049C,2.0
21158,,,,,,,540,710,,,ANS 049C,2.0
21159,,,,,,,,,540,710,ANS 049C,2.0
21159,730,780,,,,,,,,,ANS 049C,2.0
21160,,,,,,,,,,,ANS 049C,2.0
21160,730,780,,,,,,,,,ANS 049C,2.0
21161,,,,,,,,,,,ANS 049C,2.0
21161,730,780,,,,,,,,,ANS 049C,2.0
21162,300,470,,,,,,,,,ANS 049C,2.0
21162,730,780,,,,,,,,,ANS 049C,2.0
21163,,,300,470,,,,,,,ANS 049C,2.0
21163,730,780,,,,,,,,,ANS 049C,2.0
21164,,,,,300,470,,,,,ANS 049C,2.0
21164,730,780,,,,,,,,,ANS 049C,2.0
21165,730,780,,,,,,,,,ANS 049C,2.0
21165,,,,,,,300,470,,,ANS 049C,2.0
21166,,,,,,,,,300,470,ANS 049C,2.0
21166,730,780,,,,,,,,,ANS 049C,2.0
21167,,,,,,,,,,,ANS 049C,2.0
21167,730,780,,,,,,,,,ANS 049C,2.0
21168,,,,,,,,,,,ANS 049C,2.0
21168,730,780,,,,,,,,,ANS 049C,2.0
21169,730,780,,,,,,,,,ANS 049C,2.0
21169,970,1140,,,,,,,,,ANS 049C,2.0
21170,,,970,1140,,,,,,,ANS 049C,2.0
